iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
CIV,Africa,Cote d'Ivoire,2021-02-22,31914.0,0.0,147.14,185.0,0.0,1.57,1049.97,0.0,4.84,6.09,0.0,0.05,1.02,,,,,,,,,406140.0,1028.0,14.78,0.04,2763.0,0.1,0.04,24.1,tests performed,,,,,,,,,,,,,,20.37,76.4,18.7,2.93,1.58,3601.01,28.2,303.74,2.42,,,19.35,,57.78,0.54,28160548,,,,
BLM,North America,Saint Barthelemy,2022-04-08,4069.0,0.0,26.57,4.0,0.0,0.0,371666.06,0.0,2427.06,365.36,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10994,,,,
SRB,Europe,Serbia,2021-11-01,1137820.0,0.0,6477.71,9890.0,0.0,63.14,167542.84,0.0,953.84,1456.29,0.0,9.3,0.93,290.0,42.2,6760.0,983.77,,,,,6332571.0,19952.0,921.56,2.9,21881.0,3.18,0.29,3.4,people tested,7143331.0,3159568.0,3007111.0,976652.0,,23100.0,103.96,45.98,43.76,14.21,3362.0,4712.0,0.07,40.74,80.29,41.2,17.37,,14048.88,,439.42,10.08,37.7,40.2,97.72,5.61,76.0,0.81,6871547,,,,
GUY,South America,Guyana,2021-07-15,20834.0,0.0,75.57,489.0,0.0,1.57,25356.73,0.0,91.98,595.15,0.0,1.91,0.99,,,,,,,,,,,,,955.0,1.19,0.08,12.9,tests performed,,,,,,1570.0,,,,,1941.0,543.0,0.07,56.48,3.95,26.3,5.3,2.84,7435.05,,373.16,11.62,,,77.16,1.6,69.91,0.68,808727,,,,
BOL,South America,Bolivia,2023-01-26,1183705.0,0.0,743.57,22342.0,0.0,1.86,98011.91,0.0,61.57,1849.94,0.0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2,25.4,6.7,4.39,6885.83,7.1,204.3,6.89,,,25.38,1.1,71.51,0.72,12224114,,,,
UZB,Asia,Uzbekistan,2023-11-07,174575.0,0.0,0.0,1016.0,0.0,0.0,4996.57,0.0,0.0,29.08,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,19260.0,,,,,556.0,73.0,0.0,,76.13,28.2,4.47,2.87,6253.1,,724.42,7.57,1.3,24.7,,4.0,71.72,0.72,34627648,,,,
SMR,Europe,San Marino,2022-09-08,20416.0,0.0,10.57,118.0,0.0,0.0,598481.5,0.0,309.89,3459.09,0.0,0.0,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,556.67,,,,56861.47,,,5.64,,,,3.8,84.97,,33690,,,,
SYC,Africa,Seychelles,2023-06-16,50937.0,0.0,0.0,172.0,0.0,0.0,405769.06,0.0,0.0,1370.17,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.35,36.2,8.61,5.59,26382.29,1.1,242.65,10.55,7.1,35.7,,3.6,73.4,0.8,107135,,,,
GRL,North America,Greenland,2020-10-30,17.0,0.0,0.14,0.0,0.0,0.0,303.5,0.0,2.55,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,0.14,,,,,,199.94,2.16,,,,,71.7,,56494,,,,
VUT,Oceania,Vanuatu,2021-10-26,3.0,0.0,0.0,0.0,0.0,0.0,9.58,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,763.0,,,,,2335.0,575.0,0.18,19.44,22.66,23.1,4.39,2.62,2921.91,13.2,546.3,12.02,2.8,34.5,25.21,,70.47,0.61,326744,,,,
PRY,South America,Paraguay,2021-04-14,232142.0,0.0,2036.57,4698.0,0.0,57.71,34338.19,0.0,301.25,694.92,0.0,8.54,1.05,,,,,,,,,994694.0,6664.0,148.38,0.99,6213.0,0.93,0.35,2.9,tests performed,78722.0,67849.0,10873.0,,7952.0,4194.0,1.16,1.0,0.16,,619.0,3039.0,0.04,67.59,17.14,26.5,6.38,3.83,8827.01,1.7,199.13,8.27,5.0,21.6,79.6,1.3,74.25,0.73,6780745,,,,
BTN,Asia,Bhutan,2022-06-13,59643.0,0.0,1.0,21.0,0.0,0.0,76375.3,0.0,1.28,26.89,0.0,0.0,0.48,,,,,,,,,,,,,,,,,,,,,,,45.0,,,,,58.0,5.0,0.0,16.67,21.19,28.6,4.88,2.98,8708.6,1.5,217.07,9.75,,,79.81,1.7,71.78,0.65,782457,,,,
GTM,North America,Guatemala,2022-08-17,1070326.0,0.0,2314.14,19205.0,0.0,15.57,59969.38,0.0,129.66,1076.04,0.0,0.87,0.85,,,,,,,,,,,,,,,,,,19000711.0,8565040.0,6700733.0,3734938.0,,16716.0,106.48,48.0,37.55,20.93,937.0,5766.0,0.03,36.57,157.83,22.9,4.69,3.02,7423.81,8.7,155.9,10.18,,,76.67,0.6,74.3,0.66,17843914,,,,
JOR,Asia,Jordan,2020-08-26,1576.0,0.0,33.86,11.0,0.0,0.0,140.01,0.0,3.01,0.98,0.0,0.0,1.53,,,,,,,,,,,,,9385.0,0.84,0.0,239.8,tests performed,,,,,,,,,,,,,,60.19,109.28,23.2,3.81,2.36,8337.49,0.1,208.26,11.75,,,,1.4,74.53,0.73,11285875,,,,
BOL,South America,Bolivia,2020-12-07,145325.0,0.0,118.71,8987.0,0.0,6.29,12033.05,0.0,9.83,744.13,0.0,0.52,1.3,,,,,,,,,368632.0,1087.0,30.52,0.09,1147.0,0.1,0.12,8.5,tests performed,,,,,,,,,,,,,,47.22,10.2,25.4,6.7,4.39,6885.83,7.1,204.3,6.89,,,25.38,1.1,71.51,0.72,12224114,,,,
OWID_EUR,,Europe,2021-04-28,43584704.0,0.0,148249.14,1040454.0,0.0,3250.86,58245.26,0.0,198.12,1390.43,0.0,4.34,,,,,,,,,,,,,,,,,,,217007976.0,154696010.0,60761631.0,64453.0,5226660.0,3755546.0,29.14,20.77,8.16,0.01,5042.0,2458181.0,0.33,,,,,,,,,,,,,,,,744807803,,,,
DOM,North America,Dominican Republic,2020-05-08,7578.0,0.0,236.0,326.0,0.0,7.57,674.76,0.0,21.01,29.03,0.0,0.67,1.16,,,,,,,,,40591.0,2048.0,3.65,0.18,1498.0,0.14,0.2,5.0,samples tested,,,,,,,,,,,,,,100.0,222.87,27.6,6.98,4.42,14600.86,1.6,266.65,8.2,8.5,19.1,55.18,1.6,74.08,0.76,11228821,,,,
PCN,Oceania,Pitcairn,2023-11-16,4.0,0.0,0.0,0.0,0.0,0.0,88888.89,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,
HTI,North America,Haiti,2022-02-06,29848.0,404.0,57.71,804.0,5.0,0.71,2594.66,35.12,5.02,69.89,0.44,0.06,0.85,,,,,,,,,,,,,468.0,0.04,0.26,3.9,tests performed,,,,,,453.0,,,,,39.0,378.0,0.0,39.81,398.45,24.3,4.8,2.95,1653.17,23.5,430.55,6.65,2.9,23.1,22.86,0.7,64.0,0.51,11585003,,,,
CUW,North America,Curacao,2021-09-29,16254.0,0.0,47.0,158.0,0.0,0.43,87693.08,0.0,253.57,852.44,0.0,2.31,,,,,,,,,,,,,,13.0,0.07,,,tests performed,187252.0,97897.0,89355.0,,426.0,148.0,97.95,51.21,46.74,,774.0,52.0,0.03,,362.64,41.7,16.37,10.07,,,,11.62,,,,,78.88,,191173,,,,
MHL,Oceania,Marshall Islands,2022-04-22,7.0,0.0,0.0,0.0,0.0,0.0,174.59,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.15,,,,3819.2,,557.79,30.53,,,82.5,2.7,73.7,0.7,41593,,,,
LIE,Europe,Liechtenstein,2021-09-28,3555.0,0.0,3.57,60.0,0.0,0.0,90375.23,0.0,90.79,1525.32,0.0,0.0,0.76,,,2.0,50.82,,,,,67605.0,133.0,1731.73,3.41,203.0,5.2,0.01,111.1,tests performed,46854.0,24518.0,,,92.0,105.0,119.05,62.3,,,2668.0,27.0,0.07,46.3,237.01,,,,,,,7.77,,,,2.4,82.49,0.92,39355,,,,
BLR,Europe,Belarus,2020-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,46.86,40.3,14.8,9.79,17167.97,,443.13,5.18,10.5,46.1,,11.0,74.79,0.82,9534956,,,,
TKL,Oceania,Tokelau,2024-04-21,80.0,0.0,0.0,0.0,0.0,0.0,34602.07,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.86,,1893,,,,
TZA,Africa,Tanzania,2020-11-21,509.0,0.0,0.0,21.0,0.0,0.0,7.87,0.0,0.0,0.32,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.59,64.7,17.7,3.11,1.87,2683.3,49.1,217.29,5.75,3.3,26.7,47.95,0.7,65.46,0.53,65497752,,,,
GHA,Africa,Ghana,2023-05-03,171653.0,0.0,4.86,1462.0,0.0,0.0,5178.2,0.0,0.15,44.1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,33067.0,,,,,988.0,6559.0,0.02,,126.72,21.1,3.38,1.95,4227.63,12.0,298.24,4.97,0.3,7.7,41.05,0.9,64.07,0.61,33475870,,,,
ARE,Asia,United Arab Emirates,2022-11-21,1042340.0,0.0,217.0,2348.0,0.0,0.0,101770.3,0.0,21.19,229.25,0.0,0.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,112.44,34.0,1.14,0.53,67293.48,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89,9441138,,,,
MLT,Europe,Malta,2022-07-11,108725.0,0.0,537.86,780.0,0.0,1.57,205842.92,0.0,1018.3,1476.73,0.0,2.98,0.85,,,,,,,,,,,,,,,,,,1320656.0,477069.0,469965.0,,391.0,397.0,247.64,89.46,88.13,,744.0,17.0,0.0,13.89,1454.04,42.4,19.43,11.32,36513.32,0.2,168.71,8.83,20.9,30.2,,4.49,82.53,0.9,533293,,,,
PAK,Asia,Pakistan,2020-11-12,341753.0,0.0,1251.43,6943.0,0.0,19.57,1402.35,0.0,5.14,28.49,0.0,0.08,1.31,,,,,,,,,4810182.0,36686.0,20.79,0.16,33773.0,0.15,0.05,19.6,tests performed,,,,,,,,,,,,,,47.69,255.57,23.5,4.5,2.78,5034.71,4.0,423.03,8.35,2.8,36.7,59.61,0.6,67.27,0.56,235824864,,,,
AFG,Asia,Afghanistan,2021-02-24,55604.0,0.0,16.0,2432.0,0.0,0.71,1370.27,0.0,0.39,59.93,0.0,0.02,0.88,,,,,,,,,,,,,,,,,,,,,,,1367.0,,,,,33.0,1367.0,0.0,12.04,54.42,18.6,2.58,1.34,1803.99,,597.03,9.59,,,37.75,0.5,64.83,0.51,41128772,,,,
ISR,Asia,Israel,2024-01-02,4841558.0,0.0,0.0,12707.0,0.0,0.0,531855.56,0.0,0.0,1395.89,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.61,30.6,11.73,7.36,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.92,9449000,,,,
BLM,North America,Saint Barthelemy,2022-10-18,5313.0,0.0,1.57,5.0,0.0,0.0,485294.12,0.0,143.54,456.7,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10994,,,,
BLM,North America,Saint Barthelemy,2020-10-13,65.0,0.0,0.43,0.0,0.0,0.0,5937.16,0.0,39.15,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10994,,,,
BLR,Europe,Belarus,2024-03-03,994037.0,0.0,0.0,7118.0,0.0,0.0,108362.68,0.0,0.0,775.95,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.86,40.3,14.8,9.79,17167.97,,443.13,5.18,10.5,46.1,,11.0,74.79,0.82,9534956,,,,
ARE,Asia,United Arab Emirates,2020-08-10,62300.0,0.0,220.0,356.0,0.0,0.71,6082.75,0.0,21.48,34.76,0.0,0.07,0.97,,,,,,,,,5559654.0,58953.0,593.65,6.3,52823.0,5.64,0.0,239.9,tests performed,,,,,,,,,,,,,,56.48,112.44,34.0,1.14,0.53,67293.48,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89,9441138,,,,
SEN,Africa,Senegal,2024-03-27,89058.0,0.0,0.14,1971.0,0.0,0.0,5045.46,0.0,0.01,111.66,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.33,18.7,3.01,1.8,2470.58,38.0,241.22,2.42,0.4,16.6,20.86,,67.94,0.51,17316452,,,,
CHN,Asia,China,2022-02-04,138992.0,0.0,234.57,5700.0,0.0,0.0,97.53,0.0,0.16,4.0,0.0,0.0,1.56,,,,,,,,,,,,,14769984.0,10.36,0.0,148336.2,tests performed,3002896000.0,,,,1272000.0,1247714.0,210.6,,,,875.0,35600.0,0.0,79.17,147.67,38.7,10.64,5.93,15308.71,0.7,261.9,9.74,1.9,48.4,,4.34,76.91,0.76,1425887360,,,,
FSM,Oceania,Micronesia (country),2021-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.78,23.0,4.81,2.39,3299.46,16.0,454.34,12.02,,,,,67.88,0.62,114178,,,,
CIV,Africa,Cote d'Ivoire,2021-06-07,47476.0,0.0,40.14,306.0,0.0,0.71,1561.97,0.0,1.32,10.07,0.0,0.02,1.01,,,,,,,,,662099.0,476.0,24.1,0.02,1923.0,0.07,0.01,67.0,tests performed,606907.0,606907.0,,,4367.0,9351.0,2.16,2.16,,,332.0,9351.0,0.03,17.59,76.4,18.7,2.93,1.58,3601.01,28.2,303.74,2.42,,,19.35,,57.78,0.54,28160548,,,,
CMR,Africa,Cameroon,2022-12-22,123993.0,0.0,0.0,1965.0,0.0,0.0,4487.17,0.0,0.0,71.11,0.0,0.0,0.06,,,,,,,,,,,,,,,,,,,,,,,13559.0,,,,,486.0,2375.0,0.01,8.33,50.88,18.8,3.16,1.92,3364.93,23.8,244.66,7.2,,,2.74,1.3,59.29,0.56,27914542,,,,
COK,Oceania,Cook Islands,2021-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,46.0,,,,,2701.0,11.0,0.06,,,,,,,,,,,,,,76.25,,17032,,,,
AZE,Asia,Azerbaijan,2023-02-08,828064.0,0.0,26.29,10095.0,0.0,2.0,80431.21,0.0,2.55,980.54,0.0,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.31,32.4,6.02,3.87,15847.42,,559.81,7.11,0.3,42.5,83.24,4.7,73.0,0.76,10358078,,,,
BLR,Europe,Belarus,2022-01-30,738601.0,13698.0,1956.86,6024.0,108.0,15.43,80516.91,1493.26,213.32,656.69,11.77,1.68,1.41,,,,,,,,,,,,,28644.0,2.99,0.07,14.2,tests performed,10028295.0,,4233740.0,,,44895.0,105.17,,44.4,,4708.0,8043.0,0.08,23.15,46.86,40.3,14.8,9.79,17167.97,,443.13,5.18,10.5,46.1,,11.0,74.79,0.82,9534956,,,,
ALB,Europe,Albania,2020-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,104.87,38.0,13.19,8.64,11803.43,1.1,304.2,10.08,7.1,51.2,,2.89,78.57,0.8,2842318,,,,
OWID_OCE,,Oceania,2021-07-23,98065.0,0.0,1165.86,1541.0,0.0,8.14,2176.82,0.0,25.88,34.21,0.0,0.18,,,,,,,,,,,,,,,,,,,13673903.0,9477503.0,4196382.0,18.0,232467.0,192570.0,30.36,21.04,9.32,0.0,4276.0,103777.0,0.23,,,,,,,,,,,,,,,,45038860,,,,
OWID_HIC,,High-income countries,2020-04-10,926225.0,0.0,56158.57,65171.0,0.0,4814.71,758.75,0.0,46.0,53.39,0.0,3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250514600,,,,
BFA,Africa,Burkina Faso,2024-01-07,22109.0,0.0,0.0,400.0,0.0,0.0,982.23,0.0,0.0,17.77,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.15,17.6,2.41,1.36,1703.1,43.7,269.05,2.42,1.6,23.9,11.88,0.4,61.58,0.45,22673764,,,,
EST,Europe,Estonia,2020-10-02,8514.0,0.0,48.14,138.0,0.0,0.0,6306.24,0.0,35.66,102.22,0.0,0.0,1.14,,,40.0,30.16,,,,,270664.0,3708.0,203.71,2.79,3641.0,2.74,0.02,65.5,tests performed,,,,,,,,,,,,,,35.19,31.03,42.7,19.45,13.49,29481.25,0.5,255.57,4.02,24.5,39.3,,4.69,78.74,0.89,1326064,,,,
JEY,Europe,Jersey,2021-07-23,6316.0,0.0,235.71,69.0,0.0,0.0,61028.28,0.0,2277.59,666.71,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,690.0,,,,,6228.0,118.0,0.11,,,,,,,,,,,,,,,,110796,,,,
LIE,Europe,Liechtenstein,2020-05-30,83.0,0.0,0.0,1.0,0.0,0.0,2110.03,0.0,0.0,25.42,0.0,0.0,,,,0.0,0.0,,,,,427.0,3.0,10.94,0.08,59.0,1.51,0.0,,tests performed,,,,,,,,,,,,,,56.48,237.01,,,,,,,7.77,,,,2.4,82.49,0.92,39355,,,,
BLZ,North America,Belize,2024-03-05,71407.0,0.0,0.29,688.0,0.0,0.0,177302.53,0.0,0.71,1708.29,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.43,25.0,3.85,2.28,7824.36,,176.96,17.11,,,90.08,1.3,74.62,0.72,405285,,,,
BFA,Africa,Burkina Faso,2024-07-17,22139.0,0.0,0.0,400.0,0.0,0.0,983.56,0.0,0.0,17.77,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.15,17.6,2.41,1.36,1703.1,43.7,269.05,2.42,1.6,23.9,11.88,0.4,61.58,0.45,22673764,,,,
AGO,Africa,Angola,2023-04-15,105344.0,0.0,1.86,1934.0,0.0,0.0,2956.19,0.0,0.05,54.27,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,11803.0,,,,,332.0,4865.0,0.01,,23.89,16.8,2.4,1.36,5819.5,,276.04,3.94,,,26.66,,61.15,0.58,35588996,,,,
HND,North America,Honduras,2021-04-02,186337.0,0.0,711.43,4536.0,0.0,16.29,17807.64,0.0,67.99,433.49,0.0,1.56,1.04,,,,,,,,,,,,,,,,,,,,,,,746.0,,,,,72.0,746.0,0.01,93.52,82.8,24.9,4.65,2.88,4541.8,16.0,240.21,7.21,2.0,,84.17,0.7,75.27,0.63,10432858,,,,
BOL,South America,Bolivia,2022-10-28,1109212.0,0.0,37.71,22239.0,0.0,0.29,91843.81,0.0,3.12,1841.41,0.0,0.02,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.07,10.2,25.4,6.7,4.39,6885.83,7.1,204.3,6.89,,,25.38,1.1,71.51,0.72,12224114,,,,
ETH,Africa,Ethiopia,2024-04-05,501158.0,0.0,0.14,7574.0,0.0,0.0,3996.98,0.0,0.0,60.41,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.96,19.8,3.53,2.06,1729.93,26.7,182.63,7.47,0.4,8.5,7.96,0.3,66.6,0.48,123379928,,,,
FSM,Oceania,Micronesia (country),2021-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.78,23.0,4.81,2.39,3299.46,16.0,454.34,12.02,,,,,67.88,0.62,114178,,,,
SYR,Asia,Syria,2020-06-21,198.0,28.0,4.0,7.0,1.0,0.14,8.82,1.25,0.18,0.31,0.04,0.01,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.44,,21.7,,2.58,,,376.26,,,,70.6,1.5,72.7,0.57,22125242,,,,
BWA,Africa,Botswana,2022-12-22,327820.0,0.0,49.86,2786.0,0.0,0.0,134358.23,0.0,20.43,1141.85,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,665.0,,,,,253.0,272.0,0.01,0.0,4.04,25.8,3.94,2.24,15807.37,,237.37,4.81,5.7,34.4,,1.8,69.59,0.74,2630300,,,,
CYM,North America,Cayman Islands,2023-10-28,31472.0,0.0,0.0,37.0,0.0,0.0,439497.84,0.0,0.0,516.7,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,15.0,0.0,0.0,,256.5,,,,49903.03,,,13.22,,,,,83.92,,68722,,,,
BLZ,North America,Belize,2022-05-09,57612.0,0.0,17.29,676.0,0.0,0.0,143049.75,0.0,42.92,1678.5,0.0,0.0,1.47,,,,,,,,,,,,,576.0,1.44,0.04,22.7,tests performed,,,,,,117.0,,,,,289.0,20.0,0.0,13.89,16.43,25.0,3.85,2.28,7824.36,,176.96,17.11,,,90.08,1.3,74.62,0.72,405285,,,,
ETH,Africa,Ethiopia,2021-02-17,145704.0,0.0,607.29,2181.0,0.0,5.14,1162.06,0.0,4.84,17.4,0.0,0.04,1.16,,,,,,,,,2063144.0,6127.0,17.15,0.05,6021.0,0.05,0.12,8.3,tests performed,,,,,,,,,,,,,,37.96,104.96,19.8,3.53,2.06,1729.93,26.7,182.63,7.47,0.4,8.5,7.96,0.3,66.6,0.48,123379928,,,,
BIH,Europe,Bosnia and Herzegovina,2022-11-10,400069.0,0.0,22.14,16180.0,0.0,1.57,124834.12,0.0,6.91,5048.67,0.0,0.49,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.93,68.5,42.5,16.57,10.71,11713.9,0.2,329.64,10.08,30.2,47.7,97.16,3.5,77.4,0.78,3233530,,,,
TJK,Asia,Tajikistan,2020-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,64.28,23.3,3.47,2.15,2896.91,4.8,427.7,7.11,,,72.7,4.8,71.1,0.67,9952789,,,,
TZA,Africa,Tanzania,2020-04-14,32.0,0.0,1.71,3.0,0.0,0.29,0.5,0.0,0.03,0.05,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.78,64.7,17.7,3.11,1.87,2683.3,49.1,217.29,5.75,3.3,26.7,47.95,0.7,65.46,0.53,65497752,,,,
MKD,Europe,North Macedonia,2021-05-03,152691.0,0.0,296.43,5609.0,0.0,27.86,82973.59,0.0,161.08,3047.98,0.0,15.14,0.57,,,,,,,,,725798.0,1169.0,345.07,0.56,1896.0,0.9,0.16,6.4,tests performed,,,,,,1682.0,,,,,803.0,1682.0,0.08,,82.6,39.1,13.26,8.16,13111.21,5.0,322.69,10.08,,,,4.28,75.8,0.77,2093606,,,,
MAR,Africa,Morocco,2022-02-18,1154531.0,0.0,1212.86,15766.0,0.0,27.29,30928.47,0.0,32.49,422.35,0.0,0.73,0.39,,,,,,,,,10907939.0,15728.0,294.2,0.42,14991.0,0.4,0.04,22.9,people tested,,,,,,66317.0,,,,,1770.0,3874.0,0.01,42.76,80.08,29.6,6.77,4.21,7485.01,1.0,419.15,7.14,0.8,47.1,,1.1,76.68,0.69,37457976,,,,
BHS,North America,Bahamas,2021-05-07,10519.0,0.0,67.0,199.0,0.0,0.43,26459.96,0.0,168.54,500.57,0.0,1.08,1.14,,,,,,,,,,,,,,,,,,,,,,,859.0,,,,,2095.0,859.0,0.21,70.83,39.5,34.3,9.0,5.2,27717.85,,235.95,13.17,3.1,20.4,,2.9,73.92,0.81,409989,,,,
BIH,Europe,Bosnia and Herzegovina,2023-04-24,402814.0,0.0,12.57,16336.0,0.0,0.57,125690.64,0.0,3.92,5097.35,0.0,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.5,42.5,16.57,10.71,11713.9,0.2,329.64,10.08,30.2,47.7,97.16,3.5,77.4,0.78,3233530,,,,
VAT,Europe,Vatican,2022-08-27,26.0,0.0,0.0,0.0,0.0,0.0,50682.26,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.12,,808,,,,
GUF,South America,French Guiana,2020-11-09,10704.0,0.0,24.0,70.0,0.0,0.0,35881.06,0.0,80.45,234.65,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.9,,,,,,,,,79.95,,304568,,,,
PRK,Asia,North Korea,2021-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,209.0,0.01,,,samples tested,,,,,,,,,,,,,,,211.7,35.3,9.49,6.14,,,321.68,4.0,,,,13.2,72.27,,26069416,,,,
CYP,Europe,Cyprus,2022-08-23,574124.0,0.0,304.29,1152.0,0.0,0.43,431226.03,0.0,228.55,865.27,0.0,0.32,0.94,,,,,,,,,,,,,,,,,,,,,,,45.0,,,,,50.0,13.0,0.0,11.11,127.66,37.3,13.42,8.56,32415.13,,141.17,9.24,19.6,52.7,,3.4,80.98,0.89,896007,,,,
SOM,Africa,Somalia,2021-02-20,5092.0,0.0,34.0,148.0,0.0,2.0,286.04,0.0,1.91,8.31,0.0,0.11,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,23.5,16.8,2.73,1.5,,,365.77,6.05,,,9.83,0.9,57.4,,17597508,,,,
GUY,South America,Guyana,2022-03-28,63223.0,0.0,6.0,1226.0,0.0,0.0,76947.7,0.0,7.3,1492.14,0.0,0.0,0.79,,,,,,,,,,,,,,,,,,,,,,,377.0,,,,,466.0,87.0,0.01,25.92,3.95,26.3,5.3,2.84,7435.05,,373.16,11.62,,,77.16,1.6,69.91,0.68,808727,,,,
OWID_UMC,,Upper-middle-income countries,2024-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5449550989.0,2108976847.0,1990631130.0,1265911374.0,16735.0,18497.0,215.75,83.49,78.81,50.12,7.0,472.0,0.0,,,,,,,,,,,,,,,,2525921300,,,,
